HouseholdCommercialShipID,TotalsampleweightKG,Amountwillingtopayforrubbishbag,Amountwillingtopayforwastecollection,AreaorIslandName,Collectionservicerating,DailyDiet1,DailyDiet2,DailyDiet3,Diet1source,Diet2source,Diet3source,Electricityexpensesper,EstimatedMonthlyIncome,GarbageCollectionType,GroceryexpensesUS,Groceryexpensesper,HouseOwnership,HouseholdGPSlatitude,HouseholdGPSlongitude,Incomesource,InformationreceivedaboutWasteCollectionServices,MonthlyIncomeUS,NumberofBins,Numberofemployedpeopleinfamily,Numberofpeopleinhousehold,Radio,Reasonforrating,RecordID,Softdrinkcansperweek,Suggestionsforimprovement,Supportforlevy,Supportforrubbishbag,SurveyDate,Totalelectricityexpenses,Transportationexpensesper,Transportationexpensestotal,WasteDisposalMethodBulky,WasteDisposalMethodGeneral,WasteDisposalMethodNappies,WasteDisposalMethodGreen,WasteLevelwhencollectionarrives,Wasteburned,Waterbottlesperweek,Weather,WeeklyElectricityexpenses,WeeklyGroceryExpenses,WeeklyTransportationExpenses,GeneralWasteCollect,GreenWasteCollect,SanitaryWasteCollect,BulkyWasteCollect,GeneralWasteTransport,GreenWasteTransport,SanitaryWasteTransport,BulkyWasteTransport,GeneralWasteDump,GreenWasteDump,SanitaryWasteDump,BulkyWasteDump,GeneralWasteBury,GreenWasteBury,SanitaryWasteBury,BulkyWasteBury,GeneralWasteBurn,GreenWasteBurn,SanitaryWasteBurn,BulkyWasteBurn,GeneralWasteWater,GreenWasteWater,SanitaryWasteWater,BulkyWasteWater,Collect
R67_Sol,2.62000000000000,50c,$1or $2,Guadal3,,Root grops,Vegatible,Rice,produce,produce,buy,,,None,,,Own,-9.44316,160.04553,Market,,,,,8,no,,42,,,Support; we really want this to have this happen in our community,Yes support,29/11/2018 00:00:00,,Day,200,Burn,Burn,Burn,Burn,,,,Raning,,,1400.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
R68_Sol,4.84800000000000,,,Guadal5,,rice,local foods,,buy,produce,,,4800,None,37.44000000000000,,Rent,-9.43209,160.03622,farmer; carpenter,,599.04000000000000,1,2,4,yes,,29,,,,,30/11/2018 00:00:00,,,,brun,burn,,bury,,,0.00000000000000,raining ,solar,300,20.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
R69_Sol,3.22600000000000,$3-5,$150 - $200,Guadal5,,rice/potato,carava ,,produce or buy,produce or buy,,,1600,None,12.48000000000000,,Own,-9.43209,160.03622,carpenter,,199.68000000000000,1,1,10,no ,no collection,30,,,,yes,30/11/2018 00:00:00,,day,50,burn,burn,burn,burn,,,15.00000000000000,raining ,solar,100,350.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
R70_Sol,9.82400000000000,$5 ,$100 ,Guadal5,,casara ,rice,banana,produce,buy,produce,,2000,None,37.44000000000000,,Own,-9.43209,160.03622,tropical helicopter,none,249.60000000000000,no,1,3,yes,truck doesnÂ’t come,28,2.00000000000000,,,yes,30/11/2018 00:00:00,,day,20,burn everything,burn everything,burn everything,burn everything,,,10.00000000000000,sunny; raining,solar,300,140.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
R71_Sol,12.12600000000000,50 c,$10 ,Guadal5,,rice,potato,cabbage,,,,,2000,None,15.60000000000000,month,Own,-9.43209,160.03622,market,,249.60000000000000,,1,10,no,,65,,,support,support,28/11/2018 00:00:00,solar power,month,10,burn,burn,throw it along the river,burn,,,10.00000000000000,cloudy,,125,2.50000000000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
R72_Sol,6.21000000000000,$1.00 ,$20.00 ,Guadal5,,Potato,Cabbage,Rice,,,,,2000,None,15.60000000000000,Month,Own,-9.43209,160.03622,Market,,249.60000000000000,,,2,yes,,73,10.00000000000000,Would like a service,Support,Support,30/11/2018 00:00:00,,Month,,Burn/ River,Burn/ River,River,Burn,,Yes,20.00000000000000,Cloudy,Solar,125,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
R73_Sol,9.39200000000000,50 c ,$50 ,Guadal5,,rice,potato,cassave,,,,,800,None,,,Own,-9.43209,160.03622,market,,99.84000000000000,,1,6,no,,63,,,Support,support,30/11/2018 00:00:00,solar,month,10,burn/ thrown into valley,burn/ thrown into valley,,burn/ thrown into valley,,,,raining,,,2.50000000000000,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
R74_Sol,7.18000000000000,50c,$50 ,Guadal5,,rice,potato,banana,,,,,800,None,0.24960000000000,,Family,-9.43209,160.03622,labour,no,99.84000000000000,,1,6,no,,27,3.00000000000000,support should provide deums for rubbish,,support,30/11/2018 00:00:00,,,,,water,,burn,,,6.00000000000000,raining,,2,10.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R75_Sol,18.55800000000000,$1 ,$30 ,Guadal5,,cassara,rice ,sweet potato,buy,buy,buy,,1500,None,9.36000000000000,month,Family,-9.43209,160.03622,market,,187.20000000000000,,1,10,yes,,66,16.00000000000000,,Support; we just need that; you guys should provid bins and bags that we can put our rubbish inside waiting for the collection from the council truck.,support,30/11/2018 00:00:00,,month,16,put in a pile then burn,throw with thr whole rubbish for burning,-,throw with thr whole rubbish for burning,,,20.00000000000000,cloudy,,75,4.00000000000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
R76_Sol,4.63400000000000,50 c,$20 ,Guadal5,,cassawa,rice,cabbage,produce,buy,buy,,,None,15.60000000000000,month,Family,-9.43209,160.03622,market,,,,,7,yes,,67,12.00000000000000,,support; needing of bins and bags so that we can put our cans and plastic inside waiting for the collection truck,yes,30/11/2018 00:00:00,solar,month,150,put in piles then burn,feeding of pigs,put in piles then burn,feeding of pigs,,,10.00000000000000,cloudy,,125,37.50000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
R77_Sol,2.26200000000000,50 c,$1 uncertain,Guadal5,,root grobs,rice,tin food,produce,buy,buy,,,None,24.96000000000000,,Family,-9.43209,160.03622,market,,,,-,4,,,37,,,Support; mifala like for council to come pick up our rubbish but it doesnÂ’t happen so we just throw them along road side,support,30/11/2018 00:00:00,,,,burn everything,burn everything,burn everything,burn everything,,,0.00000000000000,raining,solar power,200,100.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
R78_Sol,5.54200000000000,50c,uncertain,Guadal5,,rice,root grobs,tin food,buy,produce,buy,,,None,3.12000000000000,month,Family,-9.43209,160.03622,taxi driver,,,x,1,4,no,,38,,start with collecting it,Support; if this system works it will really help us ,support,26/11/2018 00:00:00,solar power,month,200,burn all,burn all,burn all,burn all,,,0.00000000000000,,,25,50.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
R79_Sol,3.75400000000000,50c,$1 dollar; they think it should be cheaper too,Guadal5,,root grops,rice,tin foods,produce,buy,,,,None,24.96000000000000,,Own,-9.43209,160.03622,market,,,no,,2,no,,39,,,support; if we put them in plastic bags for council to pick up it would be very nice,Support,29/11/2018 00:00:00,,,,burn all,burn all,burn all,burn all,,,0.00000000000000,sunny,solar power,200,100.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
R80_Sol,8.49000000000000,50 c ,$1 ,Guadal5,,rice,root grops,food local market,buy,produce,buy,,,None,12.48000000000000,,Family,-9.43209,160.03622,taxi driver,,,,1,3,yes,,40,,,Support; if council truck come have it would be good because we are voters we vote but havent seen any change so the government should help us in one way or the other,support,28/11/2018 00:00:00,,,,burn,burn,burn,burn,,,,,solar,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
