ID,Premisestype,Date,Item,Material,Measure,Site,Type,Collection_frequency,Collection_efficiency,Value,Correted_value
47,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,weight,Belize City,Other,3.50000000000000,0.00000000000000,0.35500000000000,0.10142857100000
49,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,weight,Belize City,Retail_shop,7.00000000000000,0.00000000000000,0.15700000000000,0.02242857100000
44,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,weight,Belize City,Food_outlet,3.50000000000000,0.75000000000000,0.41400000000000,0.15771428600000
54,pt_commercial,07/06/2019 00:00:00,steel_cans,metal,weight,Belize City,Retail_shop,3.50000000000000,1.30000000000000,0.15900000000000,0.03494505500000
1,pt_commercial,31/05/2019 00:00:00,steel_cans,metal,weight,Belmopan,Food_outlet,3.50000000000000,0.50000000000000,0.60100000000000,0.34342857100000
3,pt_commercial,31/05/2019 00:00:00,steel_cans,metal,weight,Belmopan,Supermarket,3.50000000000000,0.03733333300000,0.17800000000000,1.36224489800000
4,pt_commercial,31/05/2019 00:00:00,steel_cans,metal,weight,Belmopan,Hotels,2.00000000000000,0.15384615400000,0.02400000000000,0.07800000000000
69,pt_commercial,14/06/2019 00:00:00,steel_cans,metal,weight,Toledo Rural,Admin,1.00000000000000,0.00000000000000,0.24400000000000,0.24400000000000
56,pt_commercial,11/06/2019 00:00:00,steel_cans,metal,weight,Corozal Town,Retail_shop,7.00000000000000,0.75000000000000,0.20500000000000,0.03904761900000
58,pt_commercial,11/06/2019 00:00:00,steel_cans,metal,weight,Corozal Town,Food_outlet,3.50000000000000,1.00000000000000,0.10400000000000,0.02971428600000
60,pt_commercial,11/06/2019 00:00:00,steel_cans,metal,weight,Corozal Town,Retail_shop,7.00000000000000,0.50000000000000,0.43500000000000,0.12428571400000
32,pt_commercial,05/06/2019 00:00:00,steel_cans,metal,count,Belize City,Food_outlet,3.50000000000000,1.00000000000000,1.00000000000000,0.28571428600000
21,pt_commercial,04/06/2019 00:00:00,steel_cans,metal,count,Dangriga,Retail_shop,0.00000000000000,1.00000000000000,1.00000000000000,1.00000000000000
28,pt_commercial,05/06/2019 00:00:00,steel_cans,metal,count,Belize City,Food_outlet,7.00000000000000,0.10000000000000,7.00000000000000,10.00000000000000
36,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,count,Belize City,Admin,3.50000000000000,0.10000000000000,2.00000000000000,5.71428571400000
39,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,count,Belize City,Retail_shop,7.00000000000000,0.05000000000000,2.00000000000000,5.71428571400000
41,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,count,Belize City,Food_outlet,7.00000000000000,0.30000000000000,1.00000000000000,0.47619047600000
47,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,count,Belize City,Other,3.50000000000000,0.00000000000000,7.00000000000000,2.00000000000000
49,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,count,Belize City,Retail_shop,7.00000000000000,0.00000000000000,1.00000000000000,0.14285714300000
44,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,count,Belize City,Food_outlet,3.50000000000000,0.75000000000000,4.00000000000000,1.52380952400000
54,pt_commercial,07/06/2019 00:00:00,steel_cans,metal,count,Belize City,Retail_shop,3.50000000000000,1.30000000000000,1.00000000000000,0.21978022000000
1,pt_commercial,31/05/2019 00:00:00,steel_cans,metal,count,Belmopan,Food_outlet,3.50000000000000,0.50000000000000,3.00000000000000,1.71428571400000
