,ID,Non_combust_wt_%,Organics_wt_%,Paper_and_cardboard_wt_%,Plastics_wt_%,Total_weight_(kg),aluminium_cans,aluminium_recyclable,batteries,bottles_cds,bottles_wine_and_spirits,cardboard,ceramics,drinkbags,electrical_items_and_peripherals_(incl_tvs),energy_kWh_per_kg,eps,feminine_hygiene,flexibles_film,food,hdpe_bottles,jars,lpb,nappies,other,other_glass,other_metal,other_organics,other_plastic,other_sanitary_waste,paper,pet_bottles,plastic_bags,pp,steel_cans,textiles,total_energy_kWh
74,75_B,0.0,1.0,0.0,0.0,21.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,11.764000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.836,0.0,0.674,0.0,0.0,0.0,0.0,0.0,0.0,66.37
75,76_B,0.004841797094921743,0.6669293998423601,0.28904402657358397,0.039184776489134106,8.881,0.0,0.004,0.0,0.0,0.0,0.517,0.0,0.009000000000000001,0.0,2.76,0.0,0.0,0.09699999999999999,5.922999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.152,0.0,0.039,2.05,24.51
76,77_B,0.06148080623923832,0.8430061784665249,0.01721867720044566,0.07829433809379116,9.873,0.0,0.0,0.0,0.18,0.0,0.125,0.0,0.0125,0.0,2.88,0.02,0.0,0.165,1.839,0.0,0.363,0.0,6.484,0.0,0.0,0.0,0.0,0.019,0.0,0.045,0.289,0.255,0.0,0.064,0.0,28.43
77,78_B,0.055699481865284964,0.46560161197466904,0.3605354058721934,0.11816350028785262,6.948000000000001,0.0,0.037000000000000005,0.0,0.0,0.0,0.645,0.0,0.03,0.0,2.15,0.0,0.488,0.18,1.32,0.0,0.285,1.86,1.4269999999999998,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.36200000000000004,0.157,0.0,0.065,0.0,14.94
78,79_B,0.01557533375715194,0.9574062301335028,0.0,0.0270184361093452,3.1460000000000004,0.028999999999999998,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.07400000000000001,0.0,0.011000000000000001,3.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66
79,80_B,0.005882352941176471,0.9150980392156864,0.015490196078431375,0.06352941176470589,5.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.095,1.367,0.0,0.0,0.044000000000000004,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.04,0.18899999999999997,0.0,0.0,0.0,15.71
80,81_B,0.10066445182724253,0.43355481727574746,0.23421926910298999,0.2315614617940199,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,1.98,0.042,0.16,0.095,1.145,0.065,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.19899999999999998,0.0,0.0,0.067,0.209,0.003,0.03,0.705,5.96
81,82_B,0.24778420038535645,0.4160565189466923,0.1312780989081567,0.20488118175979447,7.785000000000001,0.0,0.171,0.0,0.0,0.0,0.34,0.0,0.035,0.0,1.73,0.039,0.0,0.308,2.86,0.20800000000000002,0.488,0.046,0.0,0.772,0.0,0.0,0.0,0.0,0.379,0.259,0.285,0.708,0.012,0.498,0.377,13.47
82,83_B,0.16135346756152125,0.6954697986577182,0.06991051454138703,0.0732662192393736,7.151999999999999,0.0,0.015,0.0,0.0,0.523,0.35600000000000004,0.0,0.011000000000000001,0.0,2.48,0.085,0.0,0.129,3.3819999999999997,0.077,0.0,0.081,0.0,0.0,0.616,0.0,0.0,0.05,1.5919999999999999,0.063,0.023,0.149,0.0,0.0,0.0,17.74
83,84_B,0.0502364524381735,0.9082099387549422,0.0036436933095588798,0.03790991549732537,12.899000000000001,0.0,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.003,0.0,0.013000000000000001,10.602,0.113,0.612,0.038,1.113,0.0,0.0,0.0,0.0,0.099,0.0,0.009000000000000001,0.131,0.13,0.0,0.0,0.0,38.05
84,85_B,0.1131020460033041,0.5272588638963019,0.06252382767823103,0.29711526242216296,7.8690000000000015,0.0,0.0,0.0,0.514,0.0,0.096,0.0,0.006500000000000001,0.0,2.24,0.24,0.0,0.402,4.075,0.0,0.174,0.109,0.0,0.0,0.0,0.0,0.0,0.07,0.07400000000000001,0.287,0.88,0.733,0.0,0.20199999999999999,0.0,17.63
85,86_B,0.05465713927541683,0.7960386110066441,0.05214993105177385,0.09715431866616522,7.977000000000001,0.0,0.166,0.0,0.0,0.0,0.171,0.0,0.004,0.0,2.85,0.094,0.0,0.15,3.07,0.079,0.0,0.205,0.0,0.008,0.0,0.022000000000000002,0.0,0.0,3.28,0.04,0.129,0.315,0.0,0.24,0.0,22.73
86,87_B,0.056993947545393414,0.7246133154001345,0.044889038332212514,0.1735036987222596,5.948,0.017,0.078,0.0,0.244,0.0,0.0,0.0,0.0,0.0,2.75,0.011000000000000001,0.0,0.239,4.31,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,0.22699999999999998,0.301,0.319,0.02,0.0,0.04,16.36
87,88_B,0.09284762327854287,0.2807641048422923,0.5004442470013328,0.12594402487783207,4.502000000000002,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.062,0.0,0.047,0.597,0.1,0.22399999999999998,0.192,0.0,0.0,0.0,0.0,0.0,0.053,0.667,0.077,0.11800000000000001,0.18,0.006999999999999999,0.055,1.984,6.39
88,89_B,0.08132260947274353,0.7876452189454871,0.06199731903485256,0.0690348525469169,8.952000000000002,0.0,0.006999999999999999,0.0,0.5720000000000001,0.0,0.452,0.0,0.0,0.0,2.78,0.013000000000000001,0.205,0.243,1.4469999999999998,0.171,0.149,0.049,0.428,0.0,0.0,0.0,3.935,0.011000000000000001,1.036,0.054000000000000006,0.11,0.07,0.0,0.0,0.0,24.89
89,90_B,0.05122367672168469,0.6229368241320432,0.09362549800796813,0.2322140011383039,3.514,0.0,0.055,0.0,0.0,0.0,0.08,0.0,0.055,0.0,2.58,0.025,0.0,0.12300000000000001,2.189,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.028999999999999998,0.0,0.242,0.15,0.376,0.003,0.092,0.006999999999999999,9.07
90,91_B,0.008070432868672045,0.5216434336023478,0.10785033015407187,0.36243580337490827,1.3630000000000002,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.03,0.20800000000000002,0.027000000000000003,0.19,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.251,0.142,0.044000000000000004,0.0,0.122,3.26
91,92_B,0.3450821624196237,0.6171707549416527,0.016789711836151466,0.02095737080257204,8.398,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.0,0.0,0.0,2.0,0.0,0.379,0.01,4.803999999999999,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.086,0.0,0.083,0.0,0.08,0.0,0.11800000000000001,0.013999999999999999,16.8
92,93_B,0.10728218465539664,0.28283485045513657,0.07997399219765931,0.5299089726918076,1.5379999999999998,0.0,0.165,0.0,0.0,0.0,0.017,0.0,0.0,0.0,1.42,0.084,0.0,0.006,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.128,0.0,0.106,0.435,0.162,0.0,0.0,0.0,2.18
93,94_B,0.03961748633879781,0.691712204007286,0.02185792349726776,0.24681238615664844,2.1959999999999997,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.004,0.0,2.74,0.063,0.248,0.043,0.603,0.326,0.0,0.0,0.6679999999999999,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.032,0.03,0.013999999999999999,0.087,0.0,6.02
94,95_B,0.0932551319648094,0.7219941348973606,0.06275659824046922,0.12199413489736073,1.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.255,0.066,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.057,0.085,0.0,0.159,0.07,4.55
95,96_B,0.1495621716287215,0.7015761821366023,0.040280210157618214,0.10858143607705778,2.8550000000000004,0.013999999999999999,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,1.3119999999999998,0.07,0.535,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.156,0.0,0.0,0.0,0.138,0.102,0.0,0.41,0.0,7.17
96,97_B,0.007672634271099744,0.860613810741688,0.023657289002557542,0.10805626598465476,1.5639999999999998,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.006999999999999999,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.3459999999999999,0.017,0.0,0.037000000000000005,0.07,0.037000000000000005,0.012,0.0,0.0,4.75
97,98_B,0.20809248554913296,0.013212221304706851,0.15772089182493804,0.6209744013212221,1.211,0.02,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.157,0.0,0.14400000000000002,0.0,0.038,0.065,0.049,0.0,0.138,0.0,0.0,0.016,0.0,0.0,0.142,0.21100000000000002,0.163,0.039,0.0,0.0,0.08
98,99_B,0.0,0.6849557522123894,0.1249557522123894,0.19008849557522126,2.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.0,1.255,0.165,0.68,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.12,0.035,0.0,0.27399999999999997,7.94
99,100_B,0.1951364175563464,0.430011862396204,0.011862396204033216,0.3629893238434164,1.6859999999999995,0.018000000000000002,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.055,0.344,0.366,0.0,0.0,0.203,0.0,0.0,0.0,0.17800000000000002,0.0,0.0,0.02,0.031,0.127,0.033,0.063,0.0,3.1
100,101_B,0.22868068833652005,0.5158699808795411,0.10439770554493308,0.15105162523900575,2.615,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.02,0.051,0.0,0.10099999999999999,0.629,0.0,0.413,0.107,0.72,0.04,0.0,0.0,0.0,0.076,0.0,0.016,0.11699999999999999,0.0,0.05,0.145,0.0,5.28
101,102_B,0.04923150816522575,0.5048030739673391,0.2569644572526417,0.18900096061479346,4.164,0.0,0.0,0.0,0.0,0.0,0.691,0.0,0.0,0.0,2.28,0.046,1.0759999999999998,0.107,1.013,0.0,0.12,0.01,0.0,0.0,0.0,0.0,0.013000000000000001,0.07,0.0,0.281,0.24,0.318,0.006,0.085,0.08800000000000001,9.49
102,103_B,0.18158090976882926,0.16517524235645042,0.4653243847874721,0.18791946308724836,2.682,0.0,0.012,0.0,0.382,0.0,0.0,0.0,0.0,0.0,0.85,0.025,0.221,0.08199999999999999,0.222,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.03,0.0,0.868,0.12300000000000001,0.198,0.046,0.045,0.38,2.28
103,104_B,0.2254420432220039,0.6807465618860511,0.061558611656843475,0.0322527832351015,6.1080000000000005,0.258,0.061,0.0,0.0,1.048,0.0,0.0,0.0,0.0,2.32,0.035,0.0,0.057999999999999996,4.158,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.376,0.084,0.02,0.0,0.0,0.0,14.17
104,105_B,0.15473209814722086,0.5583375062593892,0.020030045067601403,0.2669003505257887,1.9969999999999999,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,0.10400000000000001,0.0,0.092,1.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.166,0.051,0.305,0.0,4.47
105,106_B,0.0,0.9970963995354241,0.0,0.0029036004645760748,6.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.867999999999999,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,21.49
106,107_B,0.10126802153899601,0.6753517457008859,0.023449713392391876,0.19993051936772627,5.7570000000000014,0.0,0.085,0.0,0.0,0.498,0.0,0.0,0.0,0.0,2.58,0.03,0.038,0.078,3.85,0.34700000000000003,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.105,0.49,0.18100000000000002,0.0,0.0,0.0,14.85
107,108_B,0.0,0.2309058614564831,0.1758436944937833,0.5932504440497336,0.563,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,1.27,0.052000000000000005,0.13,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.18899999999999997,0.073,0.0,0.0,0.0,0.72
108,109_B,0.02995293110825845,0.5006418485237484,0.06846384253316216,0.40094137783483097,2.337,0.013999999999999999,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.057999999999999996,0.0,0.142,1.12,0.044000000000000004,0.0,0.08199999999999999,0.0,0.0,0.0,0.0,0.05,0.3,0.0,0.078,0.081,0.307,0.005,0.051,0.0,5.35
109,110_B,0.07460212201591511,0.7393899204244032,0.07924403183023873,0.10676392572944296,3.0160000000000005,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.034,0.09,0.079,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.209,0.0,0.18,0.069,8.23
110,111_B,0.09697256385998107,0.7157048249763481,0.02649006622516557,0.16083254493850518,2.114,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.033,0.0,2.65,0.017,0.0,0.09,0.502,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.011,0.055999999999999994,0.17300000000000001,0.0,0.027000000000000003,0.0,0.0,5.6
111,112_B,0.01626567265333785,0.9013893595391392,0.038969840731955266,0.043375127075567614,2.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.003,0.0,0.022000000000000002,0.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.062,0.115,0.063,0.04,0.0,0.048,0.0,8.97
112,113_B,0.4886363636363637,0.15960743801652896,0.0,0.3517561983471075,1.9360000000000004,0.0,0.01,0.0,0.632,0.0,0.0,0.0,0.0,0.0,0.67,0.032,0.281,0.0,0.027999999999999997,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.0,0.0,0.15,0.278,0.008,0.048,0.0,1.3
113,114_B,0.4530355097365407,0.3906071019473081,0.010882016036655213,0.145475372279496,1.7460000000000002,0.0,0.11199999999999999,0.0,0.597,0.0,0.019,0.0,0.0,0.0,1.41,0.08,0.0,0.024,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.49700000000000005,0.0,0.0,0.14,0.0,0.08199999999999999,0.0,2.46
114,115_B,0.05121746431570109,0.5214105793450883,0.0806045340050378,0.346767422334173,2.3819999999999997,0.0,0.036000000000000004,0.0,0.0,0.0,0.192,0.0,0.24,0.0,2.32,0.013999999999999999,0.523,0.11900000000000001,0.7190000000000001,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.086,0.0,5.53
115,116_B,0.13737129012719565,0.7515445184736524,0.06626287098728045,0.04482132041187159,8.254999999999999,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.125,0.7020000000000001,0.052000000000000005,0.0,0.0,5.502000000000001,0.985,0.0,0.0,0.0,0.026000000000000002,0.0,0.526,0.1,0.05,0.017,0.146,0.021,21.46
116,117_B,0.07805655117483075,0.7574671445639187,0.0653126244524094,0.09916367980884112,2.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.027999999999999997,0.0,0.040999999999999995,0.218,0.0,0.154,0.0,1.6840000000000002,0.0,0.0,0.0,0.0,0.011000000000000001,0.0,0.16399999999999998,0.052000000000000005,0.11699999999999999,0.0,0.042,0.0,6.91
117,118_B,0.3213038416763679,0.5203725261932479,0.0,0.15832363213038414,1.7180000000000002,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.221,0.156,0.528,0.0,0.0,0.0,0.145,0.05,0.386,0.0,0.0,0.003,0.0,0.0,0.026000000000000002,0.087,0.0,0.1,0.0,3.23
118,119_B,0.033850493653032436,0.4566995768688293,0.0,0.5094499294781383,3.545,0.0,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.07200000000000001,0.0,0.068,0.8320000000000001,0.14300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.318,0.787,0.0,0.113,0.08199999999999999,0.01,0.039,0.0,7.62
119,120_B,0.1365606936416185,0.11199421965317917,0.6076589595375722,0.14378612716763006,1.3840000000000001,0.0,0.0,0.0,0.0,0.0,0.19399999999999998,0.0,0.0,0.0,0.61,0.0,0.155,0.124,0.0,0.0,0.0,0.0,0.0,0.18899999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.647,0.84
120,121_B,0.07902298850574713,0.4080459770114943,0.04885057471264368,0.46408045977011503,2.088,0.0,0.008,0.0,0.0,0.0,0.102,0.0,0.005,0.0,1.93,0.040999999999999995,0.0,0.005,0.402,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.45,0.5,0.0,0.0,0.249,0.15,0.019,0.0,0.0,4.03
121,122_B,0.0,0.5986339895540378,0.07513057452792286,0.3262354359180394,2.489,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0245,0.0,2.62,0.026000000000000002,0.0,0.26,1.49,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.22399999999999998,0.022000000000000002,0.0,0.0,6.52
122,123_B,0.07764350453172206,0.806344410876133,0.0,0.11601208459214503,3.31,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.025,0.0,2.81,0.0,0.451,0.013000000000000001,0.65,0.078,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.568,0.0,0.146,0.122,0.0,0.045,0.0,9.3
123,124_B,0.051841746248294684,0.6582537517053206,0.05866302864938607,0.23124147339699866,1.4659999999999995,0.073,0.003,0.0,0.0,0.0,0.0,0.0,0.005,0.0,2.65,0.071,0.0,0.02,0.965,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.031,0.14,0.075,0.013000000000000001,0.0,0.0,3.88
124,125_B,0.0354093420391763,0.7388247112004018,0.06454043194374688,0.16122551481667505,3.982,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.17300000000000001,0.0,0.076,2.7110000000000003,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.231,0.257,0.18600000000000003,0.095,0.038,0.092,0.0,11.23
125,126_B,0.027626713073743748,0.8392429845551447,0.006525995214270178,0.12660430715684146,4.597,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.053,0.0,2.97,0.09300000000000001,0.391,0.21600000000000003,3.4010000000000002,0.033,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.084,0.09300000000000001,0.0,0.0,0.0,13.65
126,127_B,0.042588960493135326,0.6864667974222471,0.017652003362286353,0.25329223872233114,3.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,2.72,0.205,1.58,0.107,0.63,0.037000000000000005,0.152,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.436,0.05,0.005,0.0,0.0,9.71
127,128_B,0.05197132616487455,0.7284946236559141,0.11798088410991635,0.10155316606929513,3.3480000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.015,0.0,0.051,1.193,0.081,0.0,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,0.044000000000000004,1.246,0.35100000000000003,0.07,0.07400000000000001,0.005,0.174,0.0,9.27
128,129_B,0.01943334544133672,0.8330911732655285,0.10297856883399924,0.04449691245913548,5.506000000000001,0.0,0.005,0.0,0.0,0.0,0.069,0.0,0.0,0.0,2.98,0.044000000000000004,0.0,0.006,4.416,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.012,0.171,0.159,0.11800000000000001,0.065,0.0,0.0,0.33899999999999997,16.41
129,130_B,0.05525291828793776,0.6031128404669261,0.15408560311284047,0.1875486381322957,2.57,0.0,0.005,0.0,0.0,0.0,0.292,0.0,0.0,0.0,2.52,0.044000000000000004,0.0,0.217,0.562,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.988,0.10400000000000001,0.102,0.024,0.042,0.13699999999999998,0.0,6.48
130,131_B,0.21079103795153173,0.5057155921353452,0.06835848193872884,0.21513488797439412,4.374,0.063,0.022000000000000002,0.0,0.0,0.0,0.225,0.0,0.011000000000000001,0.0,2.02,0.055999999999999994,0.064,0.131,2.148,0.0,0.0,0.0,0.0,0.8220000000000001,0.015,0.0,0.0,0.026000000000000002,0.0,0.07400000000000001,0.145,0.541,0.02,0.0,0.0,8.84
131,132_B,0.02933849986161085,0.8344865762524218,0.07998892886797676,0.05618599501799058,3.613,0.0,0.031,0.0,0.0,0.0,0.22899999999999998,0.0,0.0,0.0,2.96,0.0,0.14,0.044000000000000004,2.875,0.042,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.062,0.0,0.075,0.0,10.69
132,133_B,0.5445059089766155,0.3261252200150868,0.02263012320844858,0.10673874779984914,7.9540000000000015,0.0,0.0,0.0,3.67,0.19899999999999998,0.09300000000000001,0.0,0.03,0.0,1.15,0.136,0.45,0.27899999999999997,1.082,0.0,0.462,0.06,1.062,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.15,0.215,0.039,0.0,0.0,9.15
133,134_B,0.0050327126321087065,0.330649219929542,0.2798188223452441,0.3844992450931051,1.987,0.0,0.01,0.0,0.0,0.0,0.253,0.0,0.191,0.0,1.72,0.017,0.0,0.18899999999999997,0.657,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.0,0.252,0.081,0.0,0.11900000000000001,0.0,0.03,3.42
134,135_B,0.3486281196713688,0.0,0.6247093473880021,0.02666253294062936,6.451000000000001,0.0,0.0,0.0,0.0,2.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.062,0.051,0.0,0.0,3.955,0.0
135,136_B,0.0,0.8478154148257241,0.01325478645066274,0.13892979872361316,2.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.002,0.465,0.0,0.136,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.126,0.0,0.0,0.027000000000000003,0.174,0.057,0.0,0.0,0.0,6.21
136,137_B,0.14694508894044855,0.7218870843000773,0.09064191802010828,0.04052590873936582,6.465000000000002,0.0,0.05,0.0,0.0,0.503,0.40399999999999997,0.0,0.0,0.0,2.55,0.012,0.0,0.126,4.667,0.0,0.0,0.048,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.134,0.054000000000000006,0.07,0.0,0.14300000000000002,0.0,16.49
137,138_B,0.13825779198538646,0.4671766183354265,0.2458043155611371,0.14876127411804996,8.759,0.0,0.005,0.0,0.981,0.0,0.517,0.0,0.005,0.0,2.03,0.023,0.0,0.149,2.028,0.11599999999999999,0.225,0.0,0.0,0.0,0.0,0.0,2.064,0.244,0.0,1.2329999999999999,0.324,0.442,0.0,0.0,0.40299999999999997,17.78
138,139_B,0.0,0.7048120660761311,0.2070864256643524,0.08810150825951639,4.176999999999999,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.05,0.0,2.85,0.049,0.0,0.048,1.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972,0.0,0.055,0.166,0.0,0.0,0.7120000000000001,11.9
139,140_B,0.002346630908481395,0.5514582634931278,0.18739523969158564,0.2587998659068053,2.983,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.142,0.397,0.05,1.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,0.067,0.46399999999999997,0.09699999999999999,0.006,0.0,0.49200000000000005,7.43
140,141_B,0.04283623786084875,0.748303844618864,0.01756019688705601,0.19129972063323133,7.516999999999999,0.025,0.20199999999999999,0.0,0.0,0.0,0.0,0.0,0.049,0.0,2.82,0.276,0.0,0.20600000000000002,0.6990000000000001,0.0,0.0,0.0,4.926,0.0,0.0,0.0,0.0,0.0,0.0,0.08900000000000001,0.68,0.21600000000000003,0.011000000000000001,0.095,0.043,21.2
141,142_B,0.23634416279900036,0.667737712721647,0.011781506604784005,0.08413661787456861,8.402999999999999,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.005,0.0,2.28,0.07,0.0,0.1,5.152,0.0,0.758,0.0,0.0,0.888,0.0,0.0,0.0,0.17300000000000001,0.45899999999999996,0.099,0.114,0.24,0.005,0.314,0.0,19.16
142,143_B,0.11669770328988205,0.09952410511069727,0.32526381129733084,0.4585143803020898,4.833,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.55,0.06,0.115,0.725,0.0,0.11599999999999999,0.139,0.0,0.10099999999999999,0.0,0.0,0.0,0.265,0.102,0.0,0.0,0.626,0.5660000000000001,0.0,0.375,1.5719999999999998,2.66
143,144_B,0.07181719260065288,0.68430359085963,0.048966267682263316,0.19491294885745367,7.352,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.149,0.0,2.65,0.325,0.5329999999999999,0.162,3.96,0.0,0.252,0.0,0.0,0.0,0.0,0.079,0.0,0.061,0.5379999999999999,0.187,0.36,0.327,0.049,0.18100000000000002,0.17300000000000001,19.48
144,145_B,0.1391005160973212,0.6802654214794791,0.034775129024330304,0.14585893339886952,8.137999999999998,0.018000000000000002,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.005,0.0,2.5,0.085,0.58,0.364,4.956,0.23800000000000002,0.0,0.0,0.0,0.0,0.0,0.958,0.0,0.038,0.0,0.249,0.32,0.13699999999999998,0.0,0.149,0.034,20.34
145,146_B,0.16625916870415647,0.7088241831518114,0.04067570571238052,0.08424094243165146,4.4990000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,2.49,0.0,0.13699999999999998,0.051,3.052,0.19,0.03,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.172,0.043,0.057,0.0,0.718,0.0,11.2
146,147_B,0.017380191693290737,0.786964856230032,0.09277955271565497,0.10287539936102237,7.824999999999998,0.0,0.019,0.0,0.0,0.0,0.19899999999999998,0.0,0.0,0.0,2.93,0.228,0.0,0.085,4.635,0.092,0.0,0.0,0.0,0.048,0.0,0.0,0.249,0.057,1.274,0.527,0.069,0.052000000000000005,0.222,0.069,0.0,22.93
147,148_B,0.2006408676361844,0.2546216416070988,0.026620655656889324,0.5181168350998274,4.0569999999999995,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.23,0.21600000000000003,0.0,1.287,1.033,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.10800000000000001,0.23199999999999998,0.25,0.0,0.364,0.0,4.99
