,ID,Organics_wt_%,Paper_and_cardboard_wt_%,Plastics_wt_%,Non_combust_wt_%,Total_weight_(kg),energy_kWh_per_kg,total_energy_kWh,cardboard,paper,eps,plastic_bags,flexibles_film,other_plastic,jars,food,textiles,other_organics,aluminium_cans,steel_cans,lpb,pp,pet_bottles,nappies,aluminium_recyclable,batteries,other
219,258,0.8626045400238949,0.0,0.031063321385902034,0.10633213859020313,3.348,2.77,9.27,0.0,0.0,0.0,0.0,0.016,0.0,0.28,2.888,0.0,0.0,0.076,0.0,0.0,0.004,0.084,0.0,0.0,0.0,0.0
220,259,0.9293023255813954,0.0,0.017674418604651163,0.05302325581395349,2.15,2.95,6.34,0.0,0.0,0.0,0.0,0.038,0.0,0.0,1.998,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,260,0.930783242258652,0.0,0.020036429872495442,0.04918032786885245,4.392,2.96,13.0,0.0,0.0,0.0,0.0,0.032,0.0,0.06,4.088,0.0,0.0,0.156,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0
222,261,0.939443535188216,0.0,0.06055646481178396,0.0,2.444,3.11,7.6,0.0,0.0,0.0,0.004,0.04,0.026,0.0,0.0,0.0,2.296,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.0
223,262,0.9871093750000001,0.0,0.009375,0.0035156249999999997,20.48,3.11,63.69,0.0,0.0,0.0,0.0,0.004,0.0,0.0,20.216,0.0,0.0,0.072,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.0
224,263,0.9500831946755407,0.0,0.026622296173044926,0.02329450915141431,2.404,3.04,7.31,0.0,0.0,0.0,0.0,0.03,0.0,0.0,2.284,0.0,0.0,0.056,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0
225,264,0.954033995690687,0.0016758439071103662,0.033995690687096,0.010294469715106534,16.708000000000002,3.08,51.46,0.028,0.0,0.0,0.0,0.248,0.028,0.0,11.5,0.0,4.44,0.112,0.06,0.0,0.0,0.292,0.0,0.0,0.0,0.0
226,265,0.9829311359623308,0.0,0.005885815185403179,0.01118304885226604,6.795999999999999,3.08,20.93,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,6.68,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,266,0.9827476038338661,0.004472843450479234,0.0006389776357827477,0.012140575079872207,6.26,3.08,19.28,0.0,0.028,0.0,0.0,0.004,0.0,0.0,6.152,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,267,0.9633148588017947,0.0,0.03668514119820534,0.0,7.577999999999999,3.11,23.57,0.0,0.0,0.0,0.268,0.01,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,268,0.38869863013698636,0.2773972602739726,0.1695205479452055,0.16438356164383564,4.672000000000001,1.75,8.18,0.0,0.0,0.0,0.416,0.112,0.052,0.0,1.816,1.296,0.0,0.072,0.0,0.0,0.0,0.212,0.0,0.0,0.204,0.492
230,269,0.22539334065129896,0.3798024149286498,0.2883278448591292,0.10647639956092209,5.465999999999999,1.17,6.4,0.408,0.244,0.0,0.118,0.352,0.944,0.0,0.0,1.424,1.232,0.04,0.0,0.0,0.0,0.162,0.0,0.0,0.022,0.52
