,ID,Organics_wt_%,Paper_and_cardboard_wt_%,Plastics_wt_%,Non_combust_wt_%,Total_weight (kg),energy_kWh_per_kg,total_energy_kWh,Date,Commercial,Location,commercial,aluminium cans,steel cans,metal other,lpb,paper,pet bottles,plastic bags,flexibles/film,other plastic,glass jars,other organics,textles,ceramics,other,aluminium recyclable,cardboard,nappies,food,hdpe bottles,pp,feminine hygiene,electrical items and peripherals (incl tvs)
143,175,0.022556390977443608,0.11654135338345864,0.8609022556390977,0.0,0.532,0.14,0.07,2020-11-13,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.062,0.258,0.0,0.16,0.04,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,176,0.461086637298091,0.0910425844346549,0.10279001468428782,0.3450807635829662,1.362,1.72,2.34,2020-11-13,0.0,Lelepa,0.0,0.0,0.0,0.0,0.0,0.074,0.0,0.0,0.112,0.028,0.0,0.0,0.05,0.0,0.47,0.0,0.0,0.0,0.628,0.0,0.0,0.0,0.0
145,177,0.0,0.0,0.7804878048780488,0.2195121951219512,0.32799999999999996,0.0,0.0,2020-11-13,0.0,Lelepa,0.0,0.0,0.072,0.0,0.0,0.0,0.152,0.0,0.038,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0
146,178,0.0,0.315,0.495,0.18999999999999997,0.4,0.0,0.0,2020-11-13,0.0,Lelepa,0.0,0.0,0.076,0.0,0.126,0.0,0.136,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0
147,179,0.0,0.023758099352051833,0.8596112311015118,0.11663066954643628,0.926,0.0,0.0,2020-11-13,0.0,Lelepa,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.012,0.73,0.03,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0
148,180,0.77313769751693,0.0,0.046275395033860044,0.1805869074492099,1.7720000000000002,2.52,4.47,2020-11-13,0.0,Lelepa,0.0,0.0,0.32,0.0,0.0,0.0,0.052,0.0,0.016,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0
149,181,0.018126888217522653,0.11085289333023471,0.6379270276551242,0.23309319079711827,8.606,0.1,0.86,2020-11-13,0.0,Lelepa,0.0,0.0,0.91,0.0,0.14,0.416,3.338,0.068,0.916,1.12,0.38,0.156,0.398,0.0,0.716,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0
150,182,0.4773869346733668,0.016750418760469014,0.3685092127303183,0.13735343383584592,1.194,2.06,2.46,2020-11-13,0.0,Lelepa,0.0,0.0,0.164,0.0,0.0,0.02,0.346,0.0,0.078,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0
151,183,0.0,0.0,0.26666666666666666,0.7333333333333334,0.18,0.0,0.0,2020-11-13,0.0,Lelepa,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,184,0.0,0.45927036481759115,0.3148425787106447,0.22588705647176405,4.001999999999999,0.0,0.0,2020-11-13,0.0,Lelepa,0.0,0.0,0.828,0.0,0.0,0.0,0.52,0.03,0.174,0.368,0.0,0.0,0.0,0.0,0.0,0.0,1.838,0.0,0.0,0.134,0.034,0.0,0.076
153,185,0.6899871630295251,0.028883183568677796,0.2124518613607189,0.06867779204107831,3.1159999999999997,2.67,8.32,2020-11-13,0.0,Lelepa,0.0,0.214,0.0,0.0,0.082,0.008,0.386,0.0,0.222,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.008,0.0,0.0
154,186,0.3824531516183986,0.0762350936967632,0.2932282793867121,0.24808347529812608,4.696000000000001,1.63,7.65,2020-11-22,0.0,Luganville,0.0,0.42,0.458,0.0,0.0,0.054,0.143,0.22,0.536,0.331,0.206,0.0,0.0,0.0,0.081,0.0,0.304,0.118,1.678,0.098,0.049,0.0,0.0
155,187,0.0,0.0,0.06796116504854369,0.9320388349514562,0.515,0.0,0.0,2020-11-22,0.0,Luganville,0.0,0.0,0.48,0.0,0.0,0.0,0.022,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,188,0.9576307825335063,0.018374405533938612,0.023994811932555125,0.0,4.6259999999999994,3.11,14.39,2020-11-22,0.0,Luganville,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.051,0.06,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,3.836,0.0,0.0,0.0,0.594,0.0
157,189,0.023318385650224215,0.0,0.2789237668161435,0.6977578475336323,1.1150000000000002,0.09,0.1,2020-11-22,0.0,Luganville,0.0,0.07,0.335,0.0,0.0,0.0,0.116,0.046,0.021,0.128,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0
158,190,0.2046810463515374,0.15190454336851764,0.0793942175309775,0.5640201927489674,2.179,0.79,1.72,2020-11-22,0.0,Luganville,0.0,0.027,0.832,0.0,0.0,0.175,0.045,0.038,0.085,0.005,0.0,0.0,0.0,0.0,0.37,0.0,0.156,0.446,0.0,0.0,0.0,0.0,0.0
159,191,0.0,0.01678777248809822,0.12853921322976697,0.8546730142821348,3.9910000000000005,0.0,0.0,2020-11-22,0.0,Luganville,0.0,0.0,2.48,0.0,0.0,0.055,0.193,0.035,0.117,0.137,0.656,0.0,0.0,0.0,0.193,0.082,0.012,0.0,0.0,0.031,0.0,0.0,0.0
160,192,0.42052679382379654,0.11035422343324251,0.19285498032092038,0.2762640024220406,6.606,1.71,11.3,2020-11-22,0.0,Luganville,0.0,0.0,0.746,0.0,0.47,0.0,0.307,0.04,0.71,0.181,0.508,0.464,0.031,0.0,0.54,0.009,0.228,2.314,0.0,0.036,0.0,0.0,0.022
161,193,0.7022487130858845,0.11108100785694935,0.11853156326198863,0.06813871579517747,7.381999999999999,2.69,19.86,2020-11-22,0.0,Luganville,0.0,0.014,0.349,0.0,0.0,0.618,0.084,0.054,0.356,0.381,0.0,0.988,0.202,0.0,0.14,0.0,0.0,2.188,1.93,0.0,0.0,0.078,0.0
162,194,0.32594644506001846,0.052016004924592185,0.22868574946137274,0.3933518005540167,3.249,1.3,4.22,2020-11-22,0.0,Luganville,0.0,0.012,0.343,0.584,0.023,0.039,0.283,0.057,0.23,0.125,0.22,0.0,0.056,0.0,0.069,0.05,0.051,0.867,0.192,0.048,0.0,0.0,0.0
163,195,0.9930310591069432,0.0023229802976856236,0.004645960595371247,0.0,11.623,3.12,36.26,2020-11-22,0.0,Luganville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,11.542,0.0,0.0,0.0,0.0
164,196,0.6168823731531325,0.03080975833237888,0.06860611613789944,0.2837017523765892,8.731,2.12,18.51,2020-11-22,0.0,Luganville,0.0,0.0,0.13,0.0,0.023,0.087,0.383,0.0,0.0,0.138,0.642,0.0,0.0,0.459,1.246,0.0,0.159,4.418,0.968,0.078,0.0,0.0,0.0
165,197,0.48899929027679206,0.0,0.1575585521646558,0.35344215755855224,1.4089999999999998,1.77,2.49,2020-11-22,0.0,Luganville,0.0,0.0,0.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689,0.0,0.222,0.0,0.0
166,198,0.671957671957672,0.08167989417989417,0.23214285714285712,0.014219576719576719,3.024,2.75,8.32,2020-11-22,0.0,Luganville,0.0,0.011,0.0,0.0,0.024,0.182,0.111,0.0,0.388,0.174,0.0,0.147,0.041,0.0,0.0,0.032,0.0,1.885,0.0,0.024,0.005,0.0,0.0
167,199,0.0,0.13948497854077252,0.26394849785407726,0.5965665236051503,0.466,0.0,0.0,2020-11-22,0.0,Luganville,0.0,0.013,0.265,0.0,0.037,0.0,0.0,0.029,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.03,0.0,0.0,0.0
168,200,0.602357984994641,0.10342979635584137,0.27813504823151125,0.01607717041800643,1.866,2.6,4.85,2020-11-22,0.0,Luganville,0.0,0.0,0.03,0.0,0.062,0.0,0.069,0.324,0.088,0.027,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,1.124,0.011,0.0,0.0,0.0
169,201,0.8462631765959968,0.03920407438114414,0.0626554542224328,0.05187729480042639,8.443,2.91,24.57,2020-11-22,0.0,Luganville,0.0,0.077,0.222,0.006,0.064,0.149,0.094,0.028,0.33,0.074,0.08,0.0,0.013,0.0,0.049,0.004,0.105,6.61,0.535,0.0,0.003,0.0,0.0
170,202,0.5408906882591094,0.04893001735106999,0.09670329670329672,0.313475997686524,8.645,1.93,16.68,2020-11-22,0.0,Luganville,0.0,0.039,1.671,0.0,0.011,0.067,0.2,0.0,0.388,0.135,0.0,1.24,0.035,0.0,1.0,0.0,0.31,2.586,0.85,0.087,0.026,0.0,0.0
171,203,0.6904099424967539,0.09645705805972919,0.14487108143201632,0.06826191801150065,5.391,2.67,14.39,2020-11-22,0.0,Luganville,0.0,0.056,0.0,0.121,0.083,0.0,0.29,0.0,0.341,0.091,0.191,0.0,0.24,0.0,0.0,0.0,0.197,0.0,3.722,0.059,0.0,0.0,0.0
172,204,0.274364406779661,0.07786016949152542,0.45974576271186446,0.18802966101694912,1.8880000000000001,1.32,2.49,2020-11-22,0.0,Luganville,0.0,0.013,0.0,0.194,0.024,0.048,0.225,0.077,0.359,0.197,0.0,0.036,0.075,0.044,0.104,0.0,0.0,0.482,0.0,0.01,0.0,0.0,0.0
173,205,0.0,0.11192109777015438,0.21483704974271015,0.6732418524871355,2.332,0.0,0.0,2020-11-20,0.0,Luganville,0.0,0.013,1.017,0.0,0.0,0.059,0.149,0.05,0.186,0.07,0.157,0.0,0.0,0.298,0.0,0.072,0.202,0.0,0.0,0.046,0.0,0.0,0.013
174,206,0.013855421686746989,0.06566265060240964,0.17831325301204823,0.7421686746987952,1.6599999999999997,0.05,0.08,2020-11-20,0.0,Luganville,0.0,0.014,1.218,0.0,0.0,0.016,0.0,0.0,0.14,0.156,0.0,0.023,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0
175,207,0.8967535335689047,0.021311837455830387,0.020207597173144878,0.06172703180212015,9.056000000000001,2.91,26.35,2020-11-20,0.0,Luganville,0.0,0.0,0.4,0.0,0.016,0.0,0.0,0.064,0.107,0.012,0.159,3.428,0.026,0.0,0.0,0.0,0.151,0.033,4.66,0.0,0.0,0.0,0.0
176,208,0.9971755211835911,0.0,0.002824478816408877,0.0,7.435,3.12,23.2,2020-11-20,0.0,Luganville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.414,0.0,0.0,0.0,0.0,0.0
